,Title,Abstract,Claims
163,patient positioning device,positioning device includes planar sheet first second side edge top surface patient positioned top surface first second side edge adjacent patient leg first flexible substrate second flexible substrate coupled respective first second side edge sheet capable wrapping around adjacent leg thepatient creating wrapped engagement wrapped engagement patient leg prevents heat loss presurgery surgery postsurgery transport patient handle coupled sheet may utilized lifting moving sheet patient supported sheet,patient positioning device comprising planar sheet first second side edge top surface said planar sheet configured positioning said patient thereon said patient supported said top surface said first second side edge configured located adjacent leg said patient first flexible substrate coupled said first side edge said planar sheet second flexible substrate coupled said second side edge said planar sheet said first second flexible substrate respective free edge configured wrap around adjacent leg said patient creating respective wrapped leg engagement said wrapped leg engagement protect said patient prevent heat loss presurgery surgery postsurgery transport patient positioning device comprising first fastener second fastener respective said first flexible substrate second flexible substrate third fastener fourth fastener located surface said planar sheet accessible said first second flexible substrate said wrapped leg engagement respective leg said first fastener connects said third fastener said second fastener connects said fourth fastener secure said wrapped leg engagement said patient patient positioning device comprising opening said planar sheet said first flexible substrate said second flexible substrate forced warm air capable penetrating said opening warm said patient patient positioning device said first flexible substrate said second flexible substrate includes material perforated disposable patient positioning device bottom surface said planar sheet low coefficient friction material aid moving said planar sheet patient positioning device said low coefficient friction material comprises polytetrafluoroethylene impregnated fabric polytetrafluoroethylene coated fabric spunbond fabric fabric formed flexible slippery surface ripstop fabric micro fiberbased material woven nylon micro fiberbased material woven polyester combination method positioning patient comprising providing positioning device underlying support surface said positioning device comprising planar sheet first second side edge top surface first flexible substrate coupled said first side edge said planar sheet second flexible substrate coupled said second side edge said planar sheet said first second flexible substrate respective free edge placing said patient lithotomy position said top surface said planar sheet said first second side edge adjacent leg said patient grasping respective free edge wrapping said first second flexible substrate around adjacent said leg said patient creating respective wrapped leg engagement protect said patient prevent heat loss presurgery surgery postsurgery transport method said first flexible substrate said second flexible substrate includes material perforated disposable method bottom surface said planar sheet low coefficient friction material aid moving said planar sheet method said low coefficient friction material comprises polytetrafluoroethylene impregnated fabric polytetrafluoroethylene coated fabric spunbond fabric fabric formed flexible slippery surface ripstop fabric micro fiberbased material woven nylon micro fiberbased material woven polyester combination
164,unilateral moveable interbody fusion device method use,interbody fusion device including body member least one side member engaging body member least one movement mechanism engages least one side member body member surgical method maintaining space two vertebral body spine including step obtaining medical device interbody fusion device inserting coupling expansion tool opening within medical device surgical method also including slidingly inserting medical device space two vertebral body rotating expansion tool move least one side member direction relative body member method may include detaching expansion tool medical device removing tool space two vertebral body spine,interbody fusion device device comprising body member least one side member moveably coupled body member mean moving side member mean moveably couple least one side member body member interbody fusion device mean moving side member comprises least one threaded rod member first second end gear face gear facehaving plurality teeth proximate second end interbody fusion device mean moving side member comprises support ring support ring positioned second end least one threaded member interbody fusion device support ring least one snap ring ring clip interbody fusion device body member comprises least one opening extending inner surface body member configured receive least portion least one threaded rod member interbody fusion device least one opening defines inner lumen extending inner surface horizontal channel horizontal channel extends anterior posterior direction within body member interbody fusion device inner lumen notch notch positioned proximate horizontal channel configured secure mean moving side member within body member interbody fusion device notch configured capture support ring interbody fusion device least one side member comprises least one housing extending inner surface housing inner threaded cannulated hole outer cylindrical wall interbody fusion device least one threaded rod member rotatably engages inner threaded cannulated hole housing interbody fusion device least one opening configured receive outer cylindrical wall least one side member translated relative body member interbody fusion device body member comprises outer surface inner surface planar facilitate movement least one side member outer surface arcuate interbody fusion device least one side member comprises outer surface inner surface planar outer surface arcuate interbody fusion device horizontal channel configured receiving expansion tool expansion tool includes elongate shaft cog positioned one end mate plurality teeth gear face translate least one side member relative body member interbody fusion device least one housing comprising stop mechanism interbody fusion device stop member comprises horizontal slot pin engaging body member interbody fusion device device comprising body member two inner opening side member moveably coupled body member two housing threaded inner hole housing configured inserted two inner opening two movement mechanism two movement mechanism comprise threaded rod member first second end support ring positioned proximate first end gear face spaced support ring second end two movement mechanism configured threadingly couple threaded inner hole two housing inner opening body spinal implant system comprising interbody fusion device device comprising body member two inner opening horizontal channel side member moveably coupled body member two housing threaded inner hole housing configured inserted two inner opening two movement mechanism two movement mechanism comprise threaded rod member first second end support ring positioned proximate first end gear face spaced support ring second end two movement mechanism configured threadingly couple threaded inner hole two housing inner opening body member expansion tool handle elongate shaft defining length first cog second cog cog configured mate gear face movement mechanism first cog positioned end elongate shaft second cog positioned along length elongate shaft expansion tool configured inserted horizontal channel engage two movement mechanism surgical method maintaining space two vertebral body spine comprising obtaining medical device comprising body member least one side member moveably coupled body member mean moving side member mean moveably couple least one side member body member inserting coupling tool opening within medical device slidingly inserting medical device space two vertebral body rotating tool move least one side member horizontal direction relative body member method method comprises inserting bone graft material medical device
165,cryogenic needle freeze zone regulation,cryogenic needle cryogenic system coupled heater needle inserted target tissue beneath skin heater provides heat protect skin power supplied heater used interpolate performance needle andor operating parameter cryogenic system,method cryogenically treating tissue method comprising providing needle probe least one needle distal portion proximal portion needle probe coupled coolant supply system regulated valve advancing least one needle target tissue regulating valve provide least one needle probe coolant form cooling zone target tissue providing power heater assembly needle probe protect nontarget tissue monitoring least one characteristic heater providing power heater metering coolant needle probe using valve based correlation monitored characteristic heater method least one monitored characteristic comprises temperature heater assembly method least one monitored characteristic comprises power supplied heater assembly method metering coolant substantially maintains cooling zone within allowable size tolerance method metering coolant comprises regulating valve halt decrease coolant flowing needle probe long enough cooling zone decrease size within allowable size tolerance method metering coolant comprises regulating valve increase coolant flowing needle probe long enough cooling zone increase size within allowable size tolerance method allowable size tolerance determined performing tissue precharacterization routine using needle method regulating valve based predetermined treatment algorithm method least one characteristic heater comprises least one heater power heat transfer rate heat flux temperature change rate temperature differential method comprising providing user indication based correlation method user indication comprises tissue type method user indication comprises needle probe status method user indication comprises malfunction valve method comprising providing user alert based malfunction
166,cuff artificial urinary sphincter system,cuff artificial urinary sphincter au system includes interior wall smooth characterized absence crease exterior wall provides cuff backboard adapted support movement interior wall endwalls cavity located interior wall exterior wall pair endwalls adapted contain liquid liquid cavity maintained equilibrium pressure selected displace interior wall maintain cuff closed position around urethra provide user urinary continence,cuff artificial urinary sphincter au system pressure reservoir attachable pump conduit attachable pump cuff cuff comprising interior wall smooth characterized absence crease exterior wall provides cuff backboard adapted support movement interior wall pair endwalls including first endwall connecting interior wall exterior wall first end cuff second endwall connecting interior wall exterior wall second end cuff opposite end cuff first end cuff cavity located interior wall exterior wall pair endwalls cavity adapted contain liquid cuff placed around urethra user pressure reservoir connected pump conduit connected pump cuff liquid cavity maintained equilibrium pressure selected displace interior wall maintain cuff closed position around urethra provide user urinary continence cuff activation pump move liquid cuff pressure reservoir displace interior wall away urethra allow user pas urine cuff pressure reservoir adapted pressurized pressure equilibrium pressure action pump return equilibrium pressure course several minute cuff cuff onepiece monolithic polymer structure substantially circular radial crosssection cuff onepiece monolithic polymer structure part line adapted allow cuff placed circumferentially around urethra user cuff interior wall cuff located inside substantially circular radial crosssection cuff thickness interior wall le thickness exterior wall cuff cuff cylindrical axial crosssection cuff cuff comprises tongue attached exterior wall keeper attached exterior wall tongue insertable keeper secure cuff around urethra user cuff interior wall cuff smooth axial direction characterized absence fold cuff cuff part line formed first face cuff separable second face cuff allow first face separated second face placement cuff around urethra user cuff artificial urinary sphincter au system pressure reservoir attachable pump conduit attachable pump cuff cuff comprising onepiece monolithic polymer structure substantially circular radial crosssection cuff interior wall connected pair opposing end wall exterior wall cuff form closed cavity located interior wall exterior wall pair opposing end wall part line formed cuff including first face cuff separable asecond face cuff allow first face separated second face placement cuff around urethra user cuff placed around urethra user liquid contained closed cavity pressurized equilibrium pressure selected maintain cuff closed position around urethra provide user urinary continence cuff thickness interior wall le thickness exterior wall cuff interior wall cuff smooth characterized absence fold absence crease system cuff comprises tongue attached exterior wall adjacent one first face second face keeper attached exterior wall adjacent first face second face tongue insertable keeper secure cuff around urethra user
167,device compartmental dilatation blood vessel,constraining structure use balloon catheter includes multiple longitudinal strut multiple expandable radial ring constraining structure expand radially may expand substantially longitudinal direction constraining structure multiple compartment configured expand independently one another inflating balloon catheter within constraining structure allow dilation blood vessel pre determined topography,system performing angioplasty comprising catheter shaft inflatable balloon distal portion catheter shaft radially expandable constraining structure disposed balloon constraining structure comprising plurality axially spacedapart radially expandable ring plurality circumferentially spacedapart axial strut crossing plurality ring constraining structure nondeployably disposed balloon balloon inflated maximum expanded diameter constraining structure le maximum inflated diameter balloon separate inflation zone separated plurality ring plurality strut created separate inflation zone positioned radially outward constraining structure system constraining structure configured restrict length balloon inflation system proximal end distal end constraining structure attached catheter shaft system proximal distal end constraining structure attached catheter shaft system prior inflation balloon folded beneath constraining structure system plurality ring fully enclosed ring system plurality ring configured expand independently system prior balloon inflated constraining structure initial diameter balloon deflated constraining structure return initial diameter system constraining structure comprises drug coating system balloon comprises drug coating system constraining structure comprises wire system constraining structure laser cut system constraining structure comprises metal system constraining structure comprises method deploying balloon catheter method comprising advancing balloon catheter comprising constraining structure nondeployably disposed balloon target site vessel patient inflating balloon balloon protrudes expands window constraining structure constraining structure restricting axial lengthening balloon inflation method inflating balloon includes causing constraining structure expand method comprising delivering active substance vessel method inflating balloon includes causing balloon unfold
168,supplemental device attachment injection device,supplemental device attachment injection device presented display processor arrangement dose dialed detector operable detect dose medicament dialed attached injection device dose delivery determiner determining dose medicament delivered quantity determiner determining quantity medicament delivered clock configured determine current time processor arrangement configured supplemental device default mode display quantity medicament delivered since last dose time elapsed since delivery last dose,supplemental device attachment injection device supplemental device comprising display processor arrangement processor arrangement configured supplemental device correctly aligned injection device cause transition incorrect alignment state supplemental device claimed supplemental device comprises detection switch determining whether supplemental device mounted injection device processor arrangement configured supplemental device mounted injection device cause transition unmounted state supplemental device claimed supplemental device comprises battery processor arrangement configured battery almost empty cause transition low battery state supplemental device claimed processor arrangement configured supplemental device incorrect alignment state unmounted state low battery state cause transition default state supplemental device claimed default state supplemental device configured display information relating last use injection supplemental device claimed supplemental device comprises optical sensor determining supplemental device correctly aligned injection device supplemental device claimed optical sensor comprises one ocr module photometer supplemental device claimed optical sensor configured act dose dialed detector supplemental device claimed optical sensor configured determine one type injection device type medicament contained injection device supplemental device claimed processor arrangement configured supplemental device incorrect alignment state cause transition default state predetermined time ii cause supplemental device remain incorrect alignment state determination supplemental device correctly aligned injection device iii prevent supplemental device progressing default state determination supplemental device correctly aligned injection device system comprising supplemental device injection device claimed method operating supplemental device attached injection device method comprising determining supplemental device aligned injection device transitioning supplemental device incorrect alignment state computer program comprising machine readable instruction executed processor arrangement supplemental device attachable injection device cause supplemental device perform method comprising determining supplemental device aligned injection device transitioning supplemental device incorrect alignment state
169,hybrid multifunctional posterior interspinous fusion device,interspinous stabilization device provided evenly distributes load throughout adjacent vertebra known interspinous stabilization device readily compensate graft settling maintain continued axial loading graft material,interspinous stabilization device comprising body portion pair mounting plate supported body portion adapted engage first vertebra pair connecting plate supported body portion adapted engage second vertebra interspinous stabilization device adapted maintain continued axial loading graft disposed first second vertebra settling graft occurs interspinous stabilization device defined one mounting plate shaped torsional twist interspinous stabilization device defined one mounting plate aperture formed therethrough shaped permit fastener extend therethrough multiple location interspinous stabilization device defined one connecting plate slotshaped aperture formed therethrough interspinous stabilization device defined body portion defined bottom wall first second opposed side wall rear wall cooperate define partially enclosed space receipt bone graft material interspinous stabilization device defined one mounting plate fixed position relative body portion interspinous stabilization device defined one mounting plate movable relative body portion lockable desired position relative thereto interspinous stabilization device defined body portion defined bottom wall first second opposed side wall rear wall hinge provided bottom wall rear wall allow relative pivoting movement therebetween interspinous stabilization device defined including movementlimiting mechanism restrict pivoting movement rear wall relative bottom wall single rotational direction interspinous stabilization device defined one mounting plate generally uniform thickness interspinous stabilization device defined one mounting plate varies thickness end end interspinous stabilization device defined one mounting plate linear end end interspinous stabilization device defined one mounting plate curved end interspinous stabilization device defined one mounting plate slotshaped aperture formed therethrough interspinous stabilization device defined one side wall pivotably connected rear wall interspinous stabilization device defined one mounting plate pivotably connected rear wall interspinous stabilization device defined either pair mounting plate pivotably supported body portion interspinous stabilization device defined either pair connecting plate pivotably supported body portion interspinous stabilization device defined body portion includes springlike hinge pair mounting plate pair connecting plate interspinous stabilization device defined springlike hinge defined slot extends pair mounting plate pair connecting plate interspinous stabilization device defined slot length mm interspinous stabilization device defined slot expands angular relationship interspinous stabilization device defined body portion includes hinge pair mounting plate pair connecting plate interspinous stabilization device defined hinge includes pivot pin extends portion pair mounting plate pair connecting plate interspinous stabilization device defined including mechanism maintaining pair mounting plate predetermined position relative pair connecting plate interspinous stabilization device defined mechanism maintaining includes locking nut provided pivot pin interspinous stabilization device defined interspinous fusion device split two separate lateral portion supported one another interspinous stabilization device defined first lateral portion protrusion provided thereon second lateral portion recess provided receives protrusion interspinous stabilization device defined recess protrusion sized shaped complementary manner interspinous stabilization device defined recess protrusion ushaped interspinous stabilization device connected plate directly stabilize spinous process facet joint vertebra spine
170,marker statin treatment stratification heart failure,present invention directed method identifying patient heart failure likely respond therapy comprising statin method based measuring level least one marker selected growth differentiation factor urea shbg sex hormonebinding globulin uric acid plgf placental growth factor transferrin cardiac troponin soluble fmslike tyrosine prealbumin ferritin osteopontin soluble hscrp high sensitivity creactive protein sample patient envisaged method predicting risk patient suffer death hospitalization said patient heart failure undergoes therapy comprising statin method also based measurement level least one aforementioned marker,method identifying patient heart failure likely respond therapy comprising statin comprising measuring level biomarker soluble fmslike tyrosine sample patient b comparing level least one marker reference level method subject heart failure classified stage b c accaha classification method patient also coronary artery method statin selected group consisting atorvastatin cerivastatin fluvastatin lovastatin mevastatin pitavastatin pravastatin rosuvastatin simvastatin method patient treated statin prior obtaining sample method patient treated statin prior obtaining sample method level biomarker sample patient reference level indicates patient likely respond therapy comprising statin andor level biomarker sample patient reference level indicates patient le likely respond therapy comprising statin method sample blood serum plasma sample method patient human method subject heart failure classified stage b c accaha classification method subject heart failure classified nyha class ii iii iv method subject heart failure classified nyha class ii iii device carrying method said device comprising analyzer unit comprising least one binding agent specifically bind biomarker soluble fmslike tyrosine said unit adapted measuring level biomarker sample patient heart failure b analyzer unit comparing determined level reference level whereby patient identified le likely respond therapy comprising statin said unit comprising database reference level computer implemented diagnostic algorithm carrying comparison
171,medical device method system,embodiment invention directed towards medical device method system placement passage patch suture anchor tag tissue sensor particularly medical device repairing female pelvic organ tissue prolapsed region device may used placement sterotactic marker tissue near joint tumor guidance orthopedic neurosurgical procedure,method repairing pelvic organ prolapse medical apparatus comprising step providing incision patient pelvic organ prolapse providing medical apparatus comprising flexible main member including proximal end distal end main body region extending distal end proximal end finger assembly coupled distal end portion flexible main member finger assembly comprises first finger slot configured receive least portion operator finger second finger slot configured receive least portion operator finger inserting distal end medical apparatus least portion incision least portion pelvic organ prolapse region close proximity pelvic organ prolapse using apparatus assist repair pelvic organ prolapse method comprising step mapping pelvic organ prolapse region one fingertip operator method comprising step mapping pelvic organ prolapse region optical device method using apparatus assist repair pelvic organ prolapse step comprises operating medical apparatus provide suture one sacrospinous ligament arcus tendentious obturator fascia cooper ligament patient method using apparatus assist repair pelvic organ prolapse step comprises operating medical apparatus provide anchor one sacrospinous ligament arcus tendentious obturator fascia cooper ligament patient method suture comprises bioabsorbable material method anchor comprises bioabsorbable material method repairing prolapsed organ patient medical device comprising step creating incision vaginal mucosa patient dissecting mucosa underlying connective tissue patient mapping pelvic region patient providing medical device comprising tubular member proximal end distal end main region extending proximal end distal end finger assembly releasably coupled distal portion main member finger assembly includes first finger slot second finger slot operating unit arranged distal portion main member inserting distal end portion themedical device vaginal incision repairing prolapsed organ medical device method operating unit configured hold one anchor method operating unit configured deliver suture method repairing prolapsed organ medical device comprises operating medical device provide one suture one sacrospinous ligament arcus tendentious obturator fascia cooper ligament patient method first finger slot open method second finger slot closed method operating unit configured deliver staple method repairing prolapsed organ medical device comprises operating medical device provide one anchor staple one sacrospinous ligament arcus tendentious obturator fascia cooper ligament patient method repairing prolapsed organ patient medical device comprising step creating incision vaginal mucosa patient dissecting mucosa underlying connective tissue patient mapping pelvic region patient providing medical device comprising tubular member proximal end distal end main region extending proximal end distal end finger assembly releasably coupled distal portion main member finger assembly includes first finger slot second finger slot operating unit arranged distal portion main member configured delivery anchor inserting distal end portion medical device vaginal incision providing anchor pelvic region patient operation medical device method anchor comprises bioabsorbable material method anchor comprises one tack end barbed end method anchor comprises one radio frequency identification tag radiopaque ro marker method providing anchor pelvic region patient operation medical device step comprises providing patch graft material anchor one sacrospinous ligament arcus tendentious obturator fascia cooper ligament attach patch graft material
172,user interface enhancement physiological parameter monitoring platform device,method configuring presentation physiological data patient includes identifying one physiological sensor module connected physiological parameter monitoring device physiological sensor module identified physiological parameter monitoring device configured display area allocated display screen physiological parameter monitoring device displaying physiological data patient separate display area allocated identified physiological module one physiological sensor module detected connected physiological parameter monitoring device automatically configured include one additional display area display screen displaying physiological data patient separate additional display area allocated additional physiological sensor module connected,method viewing physiological data display screen physiological parameter monitoring device method comprising display screen displaying first physiological data patient first time interval first physiological data displayed tabular form receiving alarm physiological parameter monitoring device alarm occurring time within one first time interval result displaying alarm displaying column physiological data corresponding time alarm occurred receiving selection column physiological data corresponding time alarm occurred result receiving selection column physiological data corresponding time alarm occurred displaying second physiological data patient second time interval second time interval shorter first time interval method receiving selection column physiological data corresponding time alarm occurred comprises receiving selection header column method first time interval one hour interval method displaying second physiological data patient second time interval comprises replacing column physiological data corresponding time alarm occurred plurality column physiological data plurality column physiological data displaying second physiological data second time interval method second time interval one minute interval method column physiological data corresponding time alarm occurred centrally positioned display screen method comprising replacing column physiological data corresponding time alarm occurred plurality column second physiological data plurality column second physiological data displaying data second time interval receiving selection one plurality column second physiological data displaying data second time interval result receiving selection one plurality column ofsecond physiological data displaying data second time interval removing plurality column displaying first physiological data first time interval method generating warning physiological parameter monitoring device method comprising determining respiration sensor device attached physiological parameter monitoring device determined respiration sensor device attached physiological parameter monitoring device displaying warning message user physiological parameter monitoring device method respiration sensor device sensor device monitor carbon dioxide patient method respiration sensor device monitor endtidal carbon dioxide patient method warning message displayed user interface physiological parameter monitoring device method warning message instructs user tighten connection respiration sensor device physiological parameter monitoring device method generating warning physiological parameter monitoring device method comprising determining respiration sensor device attached physiological parameter monitoring device respiration sensor device monitor endtidal carbon dioxide patient upon determination respiration sensor device attached physiological parameter monitoring device displaying warning message user interface physiological parameter monitoring device warning message instructs user tighten connection respiration sensor device physiological parameter monitoring device
173,device method washing disinfecting andor sterilizing,device method computer program use device washing disinfecting andor sterilizing medical dental laboratory andor pharmaceutical good device chamber receiving good door associated chamber processing circuitry creating storing track record least one parameter washing disinfecting andor sterilizing process performed device user interface operable user cause process circuitry electronically sign track record signing track record associated least one condition device controlling door device method computer program facilitates easy secure signing track record directly device device may single door device two door passthrough device,method washing disinfecting drying andor sterilizing medical laboratory andor pharmaceutical good method comprising providing device device washing disinfecting drying andor sterilizing device device comprising chamber chamber receiving medical laboratory andor pharmaceutical good door door associated chamber user interface performing process medical laboratory andor pharmaceutical good chamber process comprising washing disinfecting drying andor sterilizing medical laboratory andor pharmaceutical good registering least one parameter process thereby creating track record process receiving electronic signature track record user via user interface electronic signature comprising personal identification sign andor group identification sign response receiving electronic signature track record opening door closing door enabling opening door enabling closing door device method said process sterilization process comprising applying least one heat chemical irradiation steam medical laboratory andor pharmaceutical good inside chamber method device passthrough device loading door unloading door method comprising preventing unloading door closed electronic signature received method device passthrough device loading door unloading door method comprising preventing unloading door closed electronic signature received preventing loading door opening unloading door closed method comprising preventing door closed preventing new process starting track record either approved disapproved receiving said electronic signature method user interface comprises touch screen method comprising receiving electronic signature via touch screen method user interface comprises touch screen method comprising process displaying program selection menu touch screen appropriate program selected user displaying start button touch screen allows user start said method user interface comprises touch screen method comprising displaying least one parameter process touch screen receiving electronic signature user via touch screen method track record includes least one parameter process selected temperature pressure time incoming medium quality washing liquid volume water volume ph salt concentration method comprising response receiving electronic signature track record closing door enabling closing door method comprising prohibiting subsequent process electronic signature received method method comprising opening door release medical laboratory andor pharmaceutical good process user inspecting medical laboratory andor pharmaceutical good process said inspecting user approving process providing electronic signature via user interface method comprising using device device comprising washing disinfecting drying andor sterilizing device device comprising chamber chamber receiving medical laboratory andor pharmaceutical good door door associated chamber user interface performing process medical laboratory andor pharmaceutical good chamber process comprising washing disinfecting drying andor sterilizing medical laboratory andor pharmaceutical good registering least one parameter process thereby creating track record process preventing initiation subsequent second process electronic signature track record received user via user interface response receiving electronic signature user allowing initiation subsequent second process comprising washing disinfecting drying andor sterilizing new medical laboratory andor pharmaceutical good chamber method said preventing initiation subsequent second process comprises preventing opening preventing closing door electronic signature received method user interface comprises touch screen method comprising displaying least one parameter process touch screen receiving electronic signature user via touch screen method washing disinfecting andor sterilizing medical laboratory andor pharmaceutical good method comprising providing device device passthrough washing disinfecting andor sterilizing device device comprising chamber chamber receiving medical laboratory andor pharmaceutical good loading door unloading door loading door unloading door positioned accessing chamber user interface performing process medical laboratory andor pharmaceutical good chamber process comprising washing disinfecting andor sterilizing medical laboratory andor pharmaceutical good registering least one parameter process thereby creating track record process receiving electronic signature track record user electronic signature comprising personal identification sign andor group identification sign response receiving electronic signature track record opening closing enabling opening enabling closing least one loading door unloading door method comprising closing allowing closing unloading door response receiving electronic signature user via user interface method comprising process opening unloading door removal medical laboratory andor pharmaceutical good chamber unloading door opened preventing opening loading door unloading door open closing orallowing closing unloading door response receiving electronic signature user allowing opening loading door method device extends crosscontamination wall loading door unloading door positioned opposite side crosscontamination wall method user interface comprises touch screen method comprising displaying least one parameter process touch screen receiving electronic signature user via touch screen
174,automatic drug delivery device,invention provides one aspect drug delivery device comprising drug container assembly containing drug plunger positioned within container assembly drug container assembly outlet dispensing drug initial position outlet sealed drive mechanism comprising first stored energy source operable apply pressure plunger drug container pressurise drug first release mechanism operable unseal outlet drug pressurised another aspect provided drug delivery device comprising housing including external housing portion configured held use drug containing portion containing drug needle assembly comprising needle fixed needle hub needle hub configured move relative drug containing portion initial position within housing insertion position needle extends beyond housing first stored energy source configured move needle hub initial position insertion position plunger within housing configured move relative drug containing portion eject drug needle needle insertion position,drug delivery device comprising drug container assembly containing drug plunger positioned within container assembly drug container assembly outlet dispensing drug initial position outlet sealed drive mechanism comprising first stored energy source operable apply pressure plunger drug container pressurise drug first release mechanism operable unseal outlet drug pressurised second release mechanism operable release first stored energy source store energy within first stored energy source pressurise drug second release mechanism operated removing cap cover device drug delivery device device configured first release mechanism operable front end device drug delivered pressed injection site drug delivery device configured first release mechanism cannot operated second release mechanism operated drug delivery device drive mechanism form first sub assembly drug container first release mechanism form second subassembly device configured energy stored within first stored energy source first subassembly connected second subassembly drug delivery device drug delivery device comprises hypodermic needle drug delivered use interior needle contact drug operation first release mechanism drug delivery device device comprises needle insertion mechanism configured insert needle automatically injection drug delivery device operation first release mechanism release needle insertion mechanism unseals outlet drug delivery device comprising main housing may part separate drug container assembly skin contact element skin contact element forming front end device movement skin contact element relative main housing initial position insertion position operating allowing operation first release mechanism drug delivery device comprising housing including external housing portion configured held use drug containing portion containing drug needle assembly comprising needle fixed needle hub needle hub configured move relative drug containing portion initial position within housing insertion position needle extends beyond housing first stored energy source configured move needle hub initial position insertion position plunger within housing configured move relative drug containing portion eject drug needle needle insertion position drug delivery device needle hub plunger move along different ax drug delivery device comprising second stored energy source configured move plunger drug containing portion drug delivery device comprising second stored energy source configured move plunger drug containing portion drug delivery device movement needle hub initial position insertion position trigger release second stored energy source drug delivery device movement needle hub initial position insertion position trigger release second stored energy source drug delivery device housing comprises skin contact element skin contact element movable relative external housing portion release first stored energy source drug delivery device housing comprises skin contact element skin contact element movable relative external housing portion release first stored energy source drug delivery device needle fluid communication drug initial position drug delivery device needle fluid communication drug initial position drug delivery device needle comprises proximal end insertion patient distal end receiving drug device comprises sealing element fixed needle configured seal drug containing portion needle hub initial position needle hub comprises inlet portion positioned around distal end needle inlet portion providing fluid communication drug containing portion distal needle needle hub insertion position drug delivery device needle comprises proximal end insertion patient distal end receiving drug device comprises sealing element fixed needle configured seal drug containing portion needle hub initial position needle hub comprises inlet portion positioned around distalend needle inlet portion providing fluid communication drug containing portion distal needle needle hub insertion position
175,reservoir plunger position monitoring medical device incorporating,apparatus provided infusion device related control system method one embodiment infusion device includes voided portion adapted receive shaft portion includes shaft coupled plunger reservoir shaft portion includes detectable feature infusion device includes sensing arrangement proximate voided portion sense detectable feature embodiment control module coupled sensing arrangement determine remaining amount fluid reservoir based least part sensed position detectable feature embodiment control module identifies anomalous condition based least part sensed position detectable feature,method operating infusion device comprising housing including voided portion receive shaft portion including displaceable shaft coupled plunger reservoir sensing arrangement proximate voided portion sense detectable feature side shaft facing sensing arrangement method comprising monitoring electrical output signal sensing arrangement detecting seating reservoir based electrical output signal electrical characteristic sensing arrangement influenced detectable feature method detectable feature comprising protruding feature detecting seating reservoir comprises determining electrical output signal indicative protruding feature contacting sensing arrangement method resistance sensing arrangement influenced protruding feature contacting sensing arrangement method sensing arrangement comprises resistive sensing arrangement variable resistance influenced position protruding feature respect sensing arrangement method sensing arrangement generating electrical output signal based proximity detectable feature detecting seating reservoir comprises determining electrical output signal indicative detectable feature within threshold distance sensing arrangement method capacitance sensing arrangement influenced proximity detectable feature method sensing arrangement comprises capacitive sensing arrangement variable capacitance influenced position detectable featurewith respect sensing arrangement method inductance sensing arrangement influenced proximity detectable feature method sensing arrangement comprises inductive sensing arrangement variable inductance influenced position detectable feature respect sensing arrangement method comprising automatically initiating priming sequence initialize positioning plunger within reservoir response detecting seating reservoir method comprising detecting seating providing indication reservoir become unseated electrical output signal fails indicate presence reservoir method sensing arrangement comprises optical sensing arrangement method comprising operating motor rotor coupled shaft displace shaft response rotation rotor displacement shaft resulting displacement plunger deliver fluid reservoir obtaining measured shaft position based least part electrical output signal provided sensing arrangement electrical output signal corresponds position detectable feature determining remaining amount fluid reservoir based measured shaft position providing low fluid notification remaining amount le threshold value method comprising operating motor rotor coupled shaft displace shaft response rotation rotor displacement shaft resulting displacement plunger deliver fluid reservoir obtaining measured shaft position based least part electrical output signal provided sensing arrangement electrical output signal corresponds position detectable feature determining expected shaft position based amount rotation rotor identifying occlusion condition difference expected shaft position measured shaft position exceeds threshold amount method comprising operating motor rotor coupled shaft displace shaft response rotation rotor displacement shaft resulting displacement plunger deliver fluid reservoir obtaining measured shaft position based least part electrical output signal provided sensing arrangement electrical output signal corresponds position detectable feature determining expected shaft position based amount rotation rotor identifying drive system anomaly difference expected shaft position measured shaft position exceeds threshold amount computerreadable medium computerexecutable instruction stored thereon executed control module coupled sensing arrangement cause control module perform method method operating infusion device method comprising monitoring electrical output signal sensing arrangement disposed proximate voided portion housing sense protruding feature voided portion receiving shaft portion including displaceable shaft coupled plunger reservoir shaft portion comprising protruding feature side shaft electrical characteristic sensing arrangement influenced contact protruding feature detecting seating reservoir based electrical output signal method sensing arrangement comprises resistive sensing arrangement variable resistance influenced position protruding feature withrespect sensing arrangement method comprising operating motor rotor coupled shaft displace shaft response rotation rotor displacement shaft resulting displacement plunger deliver fluid reservoir obtaining measured shaft position based least part electrical output signal provided sensing arrangement electrical output signal corresponds position protruding feature determining remaining amount fluid reservoir based measured shaft position providing low fluid notification remaining amount le threshold value method comprising operating motor rotor coupled shaft displace shaft response rotation rotor displacement shaft resulting displacement plunger deliver fluid reservoir obtaining measured shaft position based least part electrical output signal provided sensing arrangement electrical output signal corresponds position protruding feature determining expected shaft position based amount rotation rotor identifying occlusion condition difference expected shaft position measured shaft position exceeds threshold amount
