,Title,Abstract,Claims
312,method device removal immunosuppressive ligand,present disclosure relates method removing soluble ligand including soluble mica soluble micb soluble ulbp protein blood treat disease characterized abnormal level soluble ligand provided system device carrying therapeutic method,system removing soluble ligand blood subject comprising plasma separator capable separating plasma fraction blood cell fraction b chamber containing binding agent capable specifically binding ligand binding agent immobilized solid carrier c pump moving separated plasma fraction chamber system chamber fluid communication plasma separator system plasma separator comprises filter membrane system binding agent comprises antibody bind specifically ligand system antibody bind specifically soluble mica smica andor soluble micb smicb system antibody bind specifically domain domain andor domain smica andor smicb system antibody bind specifically soluble ulbp sulbp protein system antibody bind specifically soluble soluble soluble soluble soluble andor soluble system solid carrier comprises agarose dextran polyacrylamide silica polysulfone cellulose polyamide polyether polyethylene polypropylene polyester derivative mixture system chamber comprises column apheresis device treating subject afflicted disease characterized elevated level soluble ligand comprising solid carrier capable contacted flowing blood plasma solid carrier comprises binding agent bind specifically soluble ligand system binding agent comprises antibody bind specifically ligand system antibody bind specifically soluble mica smica andor soluble micb smicb system antibody bind specifically domain domain andor domain smica andor smicb system antibody bind specifically soluble ulbp sulbp protein system antibody bind specifically soluble soluble soluble soluble soluble andor soluble device solid carrier comprises agarose sepharose dextran polyacrylamide silica polysulfone cellulose polyamide polyether polyethylene polypropylene polyester derivative mixture device solid carrier contained chamber device chamber comprises column
313,switchable gas liquid release delivery device system method,method system device disclosed implementing switchable dispensing andor delivery scented substance one aspect device includes cartridge structured include one chamber containing one scented substance contained corresponding chamber housing structured include compartment hold cartridge opening allow scented substance dispense outer environment device one transporting channel formed compartment opening one transporting channel configured accelerate scented substance corresponding chamber opening actuator switch arranged corresponding transporting channel operable move open position closed position based applied signal selectively allow passage scented substance corresponding transporting path,device capable delivering scent comprising headwearable bodywearable piece configured attached person head body part respectively scent delivery device attached headwearable bodywearable piece operable deliver scent scent deliver device includes cartridge structured store one scented substance least one transporting channel coupled cartridge receive transport one stored scented substance configured include end opening releasing transported one stored scented substance actuator switch coupled transporting channel operable move open position closed position based applied signal selectively allow passage one scented substance opening actuator switch include magnetically latchable gating structure including first second mating magnetic component coupled closed position uncoupled open position first mating magnetic component includes solenoid formed solenoid core substantially squareloop magnetization loop material second mating magnetic component structured bend change translational position upon change magnetic field solenoid core actuate opening closing actuator switch transporting channel device scent delivery device movably attached head wearable bodywearable piece enable adjustment position opening transporting channel relative person nose device scent delivery device movably attached head wearable bodywearable piece enable folding concealment scent delivery device use device comprising one scent diffuser coupled opening transporting channel control diffusion spreading scent one scented substance device applied signal includes pulsed electrical current one pulse duration le second device applied signal includes pulsed magnetic field one pulse duration le second device headwearable bodywearable piece includes eye glass device headwearable bodywearable piece includes music headphone device one scent diffuser structured porous geometry channeled wirearray geometry spiral array gas blocking reflecting geometry device device operable dispense specific gas produced using plurality fluid including scentgenerating liquid solvent oil based fluid specific gas produced forming gas bubble fluid transporting gas bubble array nanoscale microscale channel induce microbubbles increased overall surface area gas bubble device comprising specific gas vapor liquidmodifying structure formed highly porous material contained one cartridge transporting channel highly porous structure includes least one nanoscale microscale wire structure nanoscale microscale ribbon structure nanoscale microscale structure nanopores micropores nanoscale microscale particle nanoscale microscale capsule gas bubble formed passing air scentmodifying structure device scent delivery device integrated headwearable bodywearable piece device device synchronized content delivery signal transmission virtual reality augmented reality mixed reality medium device system device comprising coding mechanism communication scent delivery device synchronize release one scented substance stimulus including image light signal sound signal biometric signal electronic timing signal mechanical vibration virtual reality augmented reality system device coding mechanism configured synchronize release one scented substance based image recognition sound voice recognition motion recognition stimulus device scent delivery device configured dispense one scented substance create scent experience person device one scented substance include perfume floral scent food scent device scent experience includes promotional sale purchasing experience presented store facility exhibition venue via internet mobile communication device virtual reality augmented reality mixed reality medium device system device scent experience includes gaming experience operated computer facility operated remotely device scent experience includes entertainment experience including motion picture videogame live show device scent experience includes fashion clothing experience device scent experience includes health care application including medical diagnostic examination medical treatment medical training device scent experience includes testing application including educational professional training culinary sampling olfactory branding device scent experience includes malodor control masking application used insect animal repellent attractant pet animal care product service hygiene product aromatherapy biofeedback device detoxification device behavioral influence control product service device first mating magnetic component positioned vertically horizontally transporting channel second mating magnetic component includes tip coated compliant material form tight sealing first second mating magnetic component magnetic actuator switch closed position device one scented substance includes unscented substance
314,inoculation applying nanosecond pulsed electric field biopsy reintroducing treated biopsy subject,subject inoculated disease exposing biopsy tumor abnormal growth nanosecond pulsed electric field nspef sufficient treatment confirmed detecting calreticulin tumor cell membrane indicates apoptosis occurring tumor cell treated tumor cell biopsy reintroduced subject calreticulinexhibiting tumor cell activate subject immune system tumor like tumor body effectively vaccinates subject disease treatment combined antibody doxorubicin antibody andor antibody immune response may measured later time specific electrical characteristic nspef treatment based type andor strength tumor,method using biopsy treat disease subject method comprising passing sub microsecond pulsed electric field sufficient stimulate apoptosis sample cell extracted abnormal growth subject reintroducing least cell sample subject initiation apoptosis least cell confirmed least cell initiated apoptosis inoculate subject disease method sample extracted aspiration method method comprising reintroducing least cell sample injection infusion method initiation apoptosis confirmed detecting calreticulin surface membrane least cell method method comprising introducing antibody subject antibody neutralizing surface membrane cell abnormal growth method antibody introduced extracted sample cell passing submicrosecond pulsed electric field antibody neutralizing surface membrane cell method method comprising introducing doxorubicin subject method doxorubicin introduced extracted sample cell passing submicrosecond pulsed electric field method method comprising introducing antibody andor antibody subject method antibody andor antibody introduced extracted sample cell passing submicrosecond pulsed electric field method pulse length submicrosecond pulsed electric field least nanosecond method method comprising obtaining measurement immune response biomarker second sample subject confirm stimulation immune response subject disease method abnormal growth cancerous precancerous benign method using biopsy reduce metastasis disease subject method comprising extracting sample cell abnormal growth subject passing submicrosecond pulsed electric field sample sufficient stimulate apoptosis cell reintroducing least cell sample subject apoptosis initiated least cell least cell initiated apoptosis reduce eliminate metastasis disease subject method abnormal growth includes tumor method subject human animal method comprising obtaining confirmation least cell sample initiated apoptosis method obtaining confirmation includes obtaining result detection calreticulin surface membrane least cell method method comprising obtaining measurement least one immune response biomarker second sample subject confirm stimulation immune response subject disease method obtaining measurement least one immune response biomarker automated andor performed robotically method obtaining measurement comprises gauging concentration level second sample one following white blood cell inflammatory cytokine creactive protein antibody cancer cell marker method extracting sample comprises extracting tumor cell bloodstream subject method submicrosecond pulsed electric field includes amplitude least kilovolt per centimeter pulse length nanosecond method pulse length submicrosecond pulsed electric field least nanosecond method abnormal growth selected among multiple tumor subject based accessibility location andor measured size multiple tumor method method comprising introducing subject sample one following antibody antibody blocking antibody doxorubicin method using biopsy treat disease subject method comprising extracting sample cell abnormal growth subject passing submicrosecond pulsed electric field sample sufficient stimulate apoptosis cell reintroducing least cell sample subject apoptosis initiated least cell least cell initiated apoptosis inoculate subject disease
315,ultrasound probe method operating,ultrasound probe connected various diagnostic apparatus method operating ultrasound probe includes transmitting ultrasound signal object receiving response signal reflected object acquiring information regarding diagnostic apparatus connected ultrasound probe determining type data may processed diagnostic apparatus based information regarding diagnostic apparatus generating transmission data corresponding determined type data response signal transmitting transmission data diagnostic apparatus,ultrasound probe comprising ultrasound transceiver configured transmit ultrasound signal object obtain response signal data corresponding response signal reflected object within object communicator configured communicate diagnostic apparatus image processor controller configured determine least one type data diagnostic apparatus configured process based identifier diagnostic apparatus control image processor partially process response signal data based least one type data diagnostic apparatus configured process diagnostic apparatus configured process response signal data processed image processor control communicator transmit partially processed response signal data diagnostic apparatus ultrasound probe controller configured control communicator transmit non processed response signal data diagnostic apparatus ultrasound probe controller configured control communicator transmit processed response signal data diagnostic apparatus ultrasound probe controller configured determine wireless communication method diagnostic apparatus configured communicate control communicator transmit data via determined wireless communication method ultrasound probe comprising storage storing identifier plurality diagnostic apparatus communicatively connectable ultrasound probe storage includes mapping stored identifier respect least one type data plurality diagnostic apparatus configured process ultrasound probe ultrasound probe comprises plurality communicator communicator configured transmit data different method controller configured determine first communication method second communication method used diagnostic apparatus select first communicator corresponding first communication method second communicator corresponding second communication method plurality communicator control first communicator transmit partially processed response signal data diagnostic apparatus control second communicator transmit least one state information data ultrasound probe control data diagnostic apparatus diagnostic apparatus ultrasound probe ultrasound probe comprises battery controller configured determine remaining battery charge controller configured control image processor generate transmission data based remaining battery charge ultrasound system comprising diagnostic apparatus including processor display displaying ultrasound image ultrasound probe ultrasound probe comprising ultrasound transceiver configured transmit ultrasound signal object obtain response signal data corresponding response signal reflected object within object communicator configured communicate diagnostic apparatus image processor controller configured determine least one type data diagnostic apparatus configured process based identifier diagnostic apparatus control image processor partially process response signal data based least one type data diagnostic apparatus configured process diagnostic apparatus configured process response signal data processed image processor control communicator transmit partially processed response signal data diagnostic apparatus ultrasound system controller configured control communicator transmit non processed response signal data diagnostic apparatus ultrasound system controller configured control communicator transmit processed response signal data diagnostic apparatus ultrasound system controller configured determine wireless communication method diagnostic apparatus configured communicate control communicator transmit data via determined wireless communication method ultrasound system ultrasound probe comprises storage storing identifier plurality diagnostic apparatus communicatively connectable ultrasound probe storage includes mapping stored identifier respect least one type data plurality diagnostic apparatus configured process ultrasound system ultrasound probe comprises plurality communicator communicator configured transmit data different method controller configured determine first communication method second communication method used diagnostic apparatus select first communicator corresponding first communication method second communicator corresponding second communication method plurality communicator control first communicator transmit partially processed response signal data diagnostic apparatus control second communicator transmit least one state information data ultrasound probe control data diagnostic apparatus diagnostic apparatus ultrasound system ultrasound probe comprises battery controller configured determine remaining battery charge controller configured control image processor generate transmission data based remaining battery charge ultrasound system diagnostic apparatus comprises plurality processor
316,catheter,catheter including outer tube first inner tube disposed within outer tube second inner tube disposed within outer tube parallel first inner tube insertion opening proximal end distal end opening distal end first core wire second core wire disposed first inner tube outer tube second inner tube extends medial region catheter distal end catheter distal end first core wire located distal insertion opening second inner tube distal end second core wire located proximal insertion opening second inner tube second core wire move outer tube first inner tube,catheter comprising outer tube first inner tube disposed within outer tube second inner tube disposed within outer tube disposed parallel first inner tube second inner tube insertion opening provided proximal end second inner tube distal end opening provided distal end second inner tube first core wire disposed outer tube first inner tube first core wire fixed outer tube first inner tube second core wire disposed outer tube first inner tube disposed parallel first core wire second core wire configured move outer tube first inner tube second inner tube extends medial region catheter distal end catheter distal end first core wire located distal insertion opening second inner tube distal end second core wire located proximal insertion opening second inner tube catheter first core wire longer second core wire catheter crosssectional area second core wire smaller crosssectional area first core wire least portion catheter viewed cross section catheter comprising restriction part provided first core wire second core wire restriction part restricts distal movement second core wire catheter restriction part provided second core wire positioned proximal proximal end first core wire proximal end outer tube catheter crosssectional area second core wire smaller crosssectional area first core wire least portion catheter viewed cross section catheter comprising restriction part provided first core wire second core wire restriction part restricts distal movement second core wire catheter restriction part provided second core wire positioned proximal proximal end first core wire proximal end outer tube catheter comprising restriction part provided first core wire second core wire restriction part restricts distal movement second core wire catheter restriction part provided second core wire positioned proximal proximal end first core wire proximal end outer tube balloon catheter comprising catheter balloon fixed outer tube first inner tube supply opening supplying liquid balloon
317,medical dental device determining quality bone,medical dental device determining bone quality cutting thread bone rotating threaded element comprises control unit measurement circuit configured determine value motor current via first electrical contact device motor drive supplied rotational drive threaded element connected motor drive current value measure bone quality ii monitor andor determine penetration depth threaded element bone iii generate measurement signal show relationship penetration depth determined current value parameter derived therefrom transmit signal display unit display relationship determined current value parameter derived therefrom particular bone quality penetration depth,medical dental device determining quality bone cutting thread bone rotating threaded element least one cutting edge medical dental device comprises control unit comprises first electrical contact device connection motor drive second contact device connection display unit measurement circuit operatively connected first electrical contact device second contact device measurement circuit configured determine value motor current via first electrical contact device motor current supplied motor drive rotatably drive threaded element connected motor drive motor current value correlate substantially proportional transmitted torque value motor drive motor current value torque value measure quality bone ii monitor andor determine depth penetration threaded element bone iii generate measurement signal show relationship determined motor current value torque value correlate substantially proportional motor current value parameter derived therefrom depth penetration transmit measurement signal via second contact device display unit display unit display relationship determined motor current value torque value correlate substantially proportional motor current value andor parameter derived therefrom depth penetration basis transmitted measurement signal medical dental device measurement circuit configured process angle rotation value rotor motor drive order monitor andor determine depth penetration threaded element bone medical dental device measurement circuit configured take account transmission ratio gear unit arranged motor drive threaded element medical dental device order monitor andor determine depth penetration threaded element bone medical dental device measurement circuit configured take account least one property threaded element order monitor andor determine depth penetration threaded element bone medical dental device least one property threaded element comprises least one slope least one cutting edge threaded element shape cutting edge outer shape threaded element medical dental device least one predetermined depth penetration stored control unit medical dental device plurality predetermined depth penetration stored control unit selected user actuating element medical dental device control unit configured compare monitored andor determined depth penetration threaded element least one predetermined depth penetration reaching exceeding least one predetermined depth penetration stop motor drive andor change direction rotation medical dental device control unit configured start monitoring andor determination recording depth penetration threaded element bone reaching exceeding predetermined motor threshold torque threshold medical dental device comprising display unit communicatively connected second contact device display relationship determined motor current value torque value correlate substantially proportional motor current value andor parameter derived therefrom depth penetration medical dental device display unit depicts graphically relationship determined motor current value torque value correlating substantially proportional motor current value andor parameter derived therefrom depth penetration medical dental device graphical depiction comprises least one diagram schematic representation bone structure medical dental device display unit configured display diagram schematic representation basis measurement signal measurement circuit value determined motor current torque value correlate substantially proportional andor parameter derived therefrom assigned value depth penetration medical dental device display unit configured display diagram schematic representation basis measurement signal measurement circuit averaged combined value plurality determined motor current value torque value correlating substantially proportional motor current value andor parameter derived therefrom assigned value depth penetration medical dental device device additionally comprises motor drive handle element connectable threaded element connectable motor drive comprises motor drive medical dental device control unit comprises evaluation circuit configured compare motor current value determined measurement circuit torque value correlate substantially proportional motor current value parameter derived therefrom comparative value determining quality bone andor combine bone quality class andor assign bone quality class medical dental device control unit additionally configured determine energy work power required expended motor drive cutting thread bone transmit corresponding display signal via second contact device display unit display unit display energy work power required expended cutting thread basis transmitted display signal medical dental device rotating threaded element comprises thread cutter implant medical dental device parameter derived determined motor current value torque value comprise quality bone
318,,stimulation device provided accordance one embodiment stimulation device includes chamber flexible wall portion drive unit stimulation device physical communication flexible wall portion cause deflection flexible wall portion opposing direction thereby resulting changing volume chamber changing volume chamber result modulated positive negative pressure respect reference pressure opening stimulation device applying modulated positive negative pressure body part appendage stimulation device may used handle allow user position stimulation device body part stimulation device includes control device controlling drive unit,stimulation device comprising chamber flexible wall portion drive unit physical communication flexible wall portion cause deflection flexible wall portion opposing direction thereby resulting changing volume chamber changing volume chamber resulting modulated positive negative pressure respect reference pressure opening applying modulated positive negative pressure body part control device controlling drive unit unitary housing appendage stimulation device recited appendage handle holding stimulation device stimulation device recited opening placing body part stimulation device recited body part clitoris stimulation device recited comprising second chamber stimulation device recited housing comprises silicone coating stimulation device recited appendage configured inserted human mouth stimulation device recited stimulation device valve stimulation device recited appendage comprises vibration device stimulation device recited stimulation device waterproof stimulation device recited medium modulated positive negative pressure water method comprising causing deflection flexible wall portion chamber stimulation device opposing direction thereby resulting changing volume chamber changing volume chamber resulting modulated positive negative pressure respect reference pressure applying modulated positive negative pressure body part opening stimulation device positioned user applying modulated positive negative pressure using appendage unitary housing stimulation device method recited appendage handle holding stimulation device method recited changing volume chamber result modulated positive negative pressure second chamber method recited body part clitoris opening placed clitoris method recited housing comprises silicone coating stimulation device comprising pressure field generator flexible wall portion drive unit physical communication flexible wall portion cause deflection flexible wall portion opposing direction thereby resulting changing volume pressure field generator changing volume pressure field generator resulting modulated positive negative pressure respect reference pressure opening applying modulated positive negative pressure body part control device controlling drive unit unitary housing appendage stimulation device recited appendage handle holding stimulation device stimulation device recited body part clitoris opening placing clitoris stimulation device recited pressure field generator comprises first chamber second chamber stimulation device recited housing comprises silicone coating stimulation device recited stimulation device valve stimulation device recited appendage comprises vibration device stimulation device recited stimulation device waterproof stimulation device recited medium modulated positive negative pressure water method comprising causing deflection flexible wall portion pressure field generator stimulation device opposing direction thereby resulting changing volume pressure field generator changing volume pressure field generator resulting modulated positive negative pressure respect reference pressure applying modulated positive negative pressure body part opening stimulation device positioned user applying modulated positive negative pressure using appendage unitary housing stimulation device method recited appendage handle holding stimulation device method recited causing deflection flexible wall portion pressure field generator stimulation device opposing direction comprises causing deflection flexible wall portion first chamber pressure field generator thereby resulting modulated positive negative pressure second chamber pressure field generator method recited body part clitoris opening placed clitoris method recited housing comprises silicone coating
319,method improved transport material pipe tube cylinder structure using vortex effect production device,tubular cylindrical unit creates vortex effect externally supplied pressurized fluid injected angularly within transport structure provided unit utilized either accelerate vacuum andor air conveyance liquid solid aggregate gas reduce energy required material transport process result achieved introduction pressurized fluid via plurality injector situated evenly around circumference subject tube pipe andor cylinder angled uniformly even pressure injection fluid within conveyance component effect injection pressurized fluid overall transport system may operated significantly reduced cost increasing efficiency overall vacuum air conveyance system simultaneously method utilization device also encompassed within invention,method providing material transport said method comprising step providing material transport device including cylinder pipe andor tube conveyance component external portion internal portion measuring length sharing first end opposing second end said conveyance component comprises least three injector substantially evenly spaced circumferentially around said external portion substantially evenly spaced differing location along said length said external portion said least three injector providing internal introduction forced fluid angularly within internal portion said conveyance component said injector aligned provide uniform angle fluid introduction within said conveyance component internal portion said uniform angle fluid introduction create vortex effect within said conveyance component upon uniform introduction fluid gas material within said injector said vortex effect creates vacuum acceleration one direction vacuum deceleration reverse direction b introducing material transport within said transport device said fluid gas material within said least three injector c creating vortex effect within said transport device upon gas fluid movement said injector within said transport device thereby forcing said material transport move within said transport device method providing material transport said material transport device including fluid source component connected separately injector thereby introducing pressure velocity fluid within conveyance component internal portion operation method providing material transport said material transport device form solid transport structure liquid transport structure gas transport structure method providing material transport said material transport device form solid transport structure liquid transport structure gas transport structure method providing material transport said material transport device provided form valvelike structure vacuumassisted structure air liquid conveyance structure method providing material transport said material transport device provided form valvelike structure vacuumassisted structure air liquid conveyance structure
320,fault diagnosis fluid tank sensor network,discussed sensornetwork system method detecting isolating fault occurring subsystem sensor included network subsystem sensor measurement subject noise disturbance bank kalmanfilters kf used detect isolate fault kf driven either pair consecutive sensor measurement pair including reference input sensor measurement kf residual computed measurement pair reliable indicator fault subsystem sensor located network,method detecting isolating fault fluid tank sensor network including plurality sub system connected cascade parallel feedback fashion method comprising receiving processing circuit plurality signal measurement pair sensor network signal measurement pair corresponds path sensor network drive kalmanfilter corresponding path sensor network computing processing circuit kalmanfilter residual signal measurement pair kalmanfilter residual indicates presence fault path corresponding signal measurement pair plurality signal measurement pair associated plurality subsystem assigning signal measurement pair binarydetection value sensor subsystem lying path corresponding signal measurement pair based computed kalmanfilter residual predetermined threshold corresponding signal measurement pair computing processing circuit binarydecision value sensor subsystem sensor network performing logicaland operation assigned binarydetection value sensor subsystem determining processing circuit correlation kalmanfilter hypothesized residual estimate plurality signal measurement associated one sub system diagnosed computing processing circuit influence vector based maximum correlation diagnosing isolating processing circuit one fault sensor network based influence vector binarydecision value sensor method signal measurement pair one signal measurement pair including reference signal sensor measurement signal measurement pair including signal measurement obtained consecutive sensor network method binary detection value sensor subsystem lying path corresponding signal measurement pair assigned value one kalman filter residual signal measurement pair greater predetermined threshold signal measurement pair method binary detection value sensor subsystem lying path corresponding signal measurement pair assigned value zero kalman filter residual signal measurement pair le predetermined threshold signal measurement pair method kalmanfilter residual includes modelmismatch indicator portion noise portion modelmismatch indicator portion corresponds deviation output kalmanfilter caused fault induced sensor network noise portion corresponds zeromean whitenoise method magnitude modelmismatch indicator portion zero fault sensor network method comprising computing processing circuit autocorrelation kalmanfilter residual signal measurement pair indicate presence fault path corresponding signal measurement pair method processing circuit configured compute transfer function kalmanfilter driven pair consecutive sensor measurement z j ksj ksi math math math g z math z vij z ysubiz z li ysubjz pair sensor measurement obtained sensor sensor j ksubsj sensor gain sensor sensor j respectively gsubiz transfer function subsystem lie path sensor sensor j vsubijz equivalent noise sensor sensor j method processing circuit configured compute transfer function kalmanfilter driven pair reference signal sensor measurement math math math r z j z ksj vrj z rz reference signal math math z ysubjz sensor measurement obtained sensor j gsublz transfer function sub system lie path reference signal input rz sensor j ksubsj sensor gain sensor j vsubrjz equivalent noise reference signal sensor j
321,physiological sensor history backfill system method,physiological sensor history backfill system method including method sensor history backfill local base device operable wirelessly communicate physiological sensor connected patient method including obtaining physiological reading patient predetermined interval storing physiological reading physiological sensor sensor physiological reading storing physiological reading local base device historic physiological reading obtaining current physiological reading patient transmitting current physiological reading local base device current reading message detecting record gap historic physiological reading current physiological reading historic physiological reading filling record gap historic physiological reading sensor physiological reading physiological sensor current reading message include sensor physiological reading fill record gap,method sensor history backfill local base device operable wireles sly communicate physiological sensor connected patient method comprising obtaining physiological reading patient predetermined interval storing physiological reading physiological sensor sensor physiological reading transmitting physiological reading physiological sensor local base device storing physiological reading local base device historic physiological reading obtaining current physiological reading patient transmitting current physiological reading physiological sensor local base device current reading message detecting local base device record gap historic physiological reading current physiological reading historic physiological reading identifying missing physiological reading record gap transmitting request missing physiological reading local base device physiological sensor current reading message include sensor physiological reading fill record gap selecting sensor physiological reading missing physiological reading transmitting selected sensor physiological reading physiological sensor local base device filling record gap historic physiological reading selected sensor physiological reading physiological sensor method local base device insulin pump physiological sensor glucose sensor method local base device includes local base device clock physiological sensor includes physiological sensor clock method comprising synchronizing local base device clock physiological sensor clock transmitting current physiological reading physiological sensor local base device current reading message method filling comprises repeatedly transferring predetermined packet number sensor physiological reading physiological sensor local base device provide sensor physiological reading required filling record gap method filling comprises detecting time change marker occurred record gap time change marker stored local base device adjusting user clock associated historic physiological reading record gap time time change marker time change value associated time change marker method filling comprises detecting sensor marker occurred record gap sensor marker stored local base device assigning sensor value historic physiological reading record gap time sensor marker method filling comprises detecting sensor marker occurred record gap sensor marker stored local base device filling record gap historic physiological reading record gap time sensor marker sensor physiological reading physiological sensor method filling comprises detecting end day marker occurred record gap end day marker stored local base device associating end day marker historic physiological reading record gap time end day marker method filling comprises assigning gap fill value historic physiological reading record gap fillable start time defined time current physiological reading le maximum physiological sensor storage time method sensor history backfill local base device operable wireles sly communicate physiological sensor connected patient method comprising obtaining physiological reading patient predetermined interval physiological reading associated physiological reading time storing predetermined storage number physiological reading physiological sensor associated physiological reading time predetermined storage number greater equal one greater predetermined packet number measuring current physiological reading patient current measurement time transmitting physiological sensor local base device current message including current physiological reading current measurement time predetermined packet number physiological reading immediately current physiological reading predetermined packet number greater equal zero retrieving last stored physiological reading time local base device memory calculating time gap current measurement time last stored physiological reading time setting backfill start time equal last stored physiological reading time time gap greater packet duration defined predetermined interval multiplied predetermined packet number requesting physiological sensor transmit local base device predetermined packet number physiological reading immediately backfill start time storing predetermined packet number physiological reading immediately backfill start time local base device adding packet duration backfill start time repeating requesting storing adding backfill end time defined backfill start time le packet duration le current measurement time method local base device insulin pump physiological sensor glucose sensor
322,implantable optical feedthrough connector,configuration described creating using separable optical feedthroughs especially useful least semihermetic form integrated implantable photomedical device one embodiment directed system operatively coupling optical output light source positioned inside sealed housing external optical fiber comprising first optical fiber disposed adjacent light source configured receive least portion optical output second optical fiber operatively coupled first optical fiber configured capture least portion output first optical fiber primary seal operatively coupled housing light source second optical fiber least partially transparent secondary seal positioned second optical fiber environment,system operatively coupling optical output light source positioned inside sealed housing external optical fiber comprising first optical fiber disposed adjacent light source configured receive least portion optical output b second optical fiber operatively coupled first optical fiber configured capture least portion output first optical fiber c primary seal operatively coupled housing light source second optical fiber least partially transparent secondary seal positioned second optical fiber environment
