,Title,Abstract,Claims
169,energy delivery illumination device method,relates method device improving treatment wall cavity passageway medical device used tortuous anatomy,method treating lung method comprising stimulating tissue surrounding airway lung constrict airway using medical device including catheter balloon disposed distal end catheter electrode contacting tissue pharmacological agent induce constriction airway stimulating tissue measuring parameter airway identifying treatment site based measured parameter selecting contacted tissue receive energy electrode delivering liquid airway electrically couple electrode contacted tissue applying energy contacted tissue electrode liquid damage nerve tissue applying energy contacted tissue determining effectiveness applying energy contacted tissue determining whether contacted tissue reduced ability respond stimulus method measuring parameter performed medical device method applying energy includes applying rf energy method medical device includes plurality circumferentially spaced electrode method pharmacological agent bronchoconstricting agent method bronchoconstricting agent histamine methacholine method treating lung method comprising delivering liquid airway lung via medical device including catheter electrode electrically couple electrode tissue surrounding airway applying energy electrode liquid damage tissue method medical device includes expandable balloon method including stimulating tissue surrounding airway lung constrict airway stimulating tissue measuring parameter airway identifying treatment site based measured parameter energy applied treatment site method stimulating tissue includes contacting tissue pharmacological agent induce constriction airway identifying treatment site includesselecting contacted tissue receive energy electrode method stimulating tissue includes electrically stimulating tissue mechanically stimulating tissue stimulating tissue delivering pharmacological agent tissue method including applying energy determining effectiveness applying energy determining whether lung reduced ability produce least one symptom reversible obstructive pulmonary disease method damaging tissue lung includes damaging nerve tissue method treating lung method comprising contacting tissue surrounding airway lung agent induce constriction airway medical device includes catheter balloon disposed distal end catheter electrode contacting tissue measuring parameter airway identifying treatment site based measured parameter selecting contacted tissue receive energy electrode delivering electrically conductive liquid airway applying energy contacted tissue electrode liquid damage nerve tissue applying energy contacted tissue determining effectiveness applying energy contacted tissue method measuring parameter performed medical device method applying energy includes applying rf energy method medical device includes plurality circumferentially spaced electrode method pharmacological agent bronchoconstricting agent method bronchoconstricting agent histamine methacholine method parameter constriction airway
170,method composition treating cancer,method composition treating cancer described particularly method tor treating cancer comprise administering inhibitor abiraterone acetate ie combination least one additional therapeutic agent anticancer agent steroid furthermore disclosed composition comprising inhibitor least one additional therapeutic agent anticancer agent steroid,method treatment prostate cancer human comprising administering said human therapeutically effective amount abiraterone acetate pharmaceutically acceptable salt therapeutically effective amount dexamethasone method therapeutically effective amount abiraterone acetate pharmaceutically acceptable salt mgday mgday method therapeutically effective amount abiraterone acetate pharmaceutically acceptable salt mgday mgday method therapeutically effective amount abiraterone acetate pharmaceutically acceptable salt mgday method therapeutically effective amount abiraterone acetate pharmaceutically acceptable salt administered least one dosage form comprising mg abiraterone acetate pharmaceutically acceptable salt method therapeutically effective amount dexamethasone mgday mgday method therapeutically effective amount dexamethasone mgday mgday method therapeutically effective amount dexamethasone mgday method comprising administering said human mgday mgday abiraterone acetate pharmaceutically acceptable salt mgday mgday dexamethasone method comprising administering said human mgday abiraterone acetate pharmaceutically acceptable salt mgday dexamethasone method said prostate cancer refractory prostate cancer method refractory prostate cancer responding least one anticancer agent method least one anticancer agent comprises hormonal ablation agent antiandrogen agent antineoplastic agent method hormonal ablation agent comprises deslorelin leuprolide goserelin method antiandrogen agent comprises bicalutamide flutamide nilutamide method antineoplastic agent comprises docetaxel method comprising administering said human mgday mgday abiraterone acetate pharmaceutically acceptable salt mgday mgday dexamethasone method comprising administering said human mgday abiraterone acetate pharmaceutically acceptable salt mgday dexamethasone
171,insertion tool medical closure device,insertion tool medical closure device sealing opening wall bodily organ comprising tamping force source adapted deliver first member position opening one side wall subsequently second member positioned opening opposite side wall tamping force source energized prior tamping procedure spring elastic band pressurized gas container tamping spring compressed extended upon loading tamping force source released response manual operation triggered retraction insertion tool,insertion tool medical device closure opening wall bodily organ medical device comprising first member second member connected filament insertion tool comprising first housing tamping tube proximal end located first housing distal end located outside first housing tamping tube configured allow filament threaded therethrough tamping trigger attached first housing tamping trigger configured releasably hold tamping tube configured actuated user spring located first housing insertion tool configured prior actuation tamping trigger user tamping tube held tamping trigger spring energized applies application force tamping tube ii upon actuation tamping trigger user tamping trigger release tamping tube spring advance tamping tube distal direction relative first housing distal end tamping tube bring together first second member medical device insertion tool comprising second housing distal end tamping tube configured inserted second housing distal end second housing configured abut introducer insertion tool comprising filament release trigger attached first housing configured releasably hold filament insertion tool configured upon actuation filament release trigger filament released filament release trigger insertion tool filament release trigger comprises hook configured releasably hold filament insertion tool filament release trigger comprises button extends inside first housing outside first housing configured pressed user actuate filament release trigger insertion tool tamping trigger comprises button extends inside first housing outside first housing configured pressed user actuate tamping trigger insertion tool proximal end tamping tube enlarged tamping trigger configured releasably hold enlarged proximal end tamping tube insertion tool comprising tamping trigger spring configured bias tamping trigger hold enlarged proximal end tamping tube insertion tool spring located enlarged proximal end tamping tube ii inner proximal ledge first housing spring acompressed state energized insertion tool spring located attached enlarged proximal end tamping tube ii distal wall first housing spring extended state energized method closing opening wall bodily organ method comprising providing medical device comprising first member second member connected filament providing insertion tool comprising first housing tamping tube proximal end located first housing distal end located outside first housing filament threaded tamping tube tamping trigger attached first housing tamping trigger configured releasably hold tamping tube configured actuated user spring located first housing tamping tube held tamping trigger spring energized applies application force tamping tube actuating tamping trigger thereby releasing tamping tube tamping trigger spring advance tamping tube distal direction relative first housing distal end tamping tube brings together first second member medical device opposite side wall bodily organ method insertion tool comprises second housing method comprises actuating tamping trigger inserting distal end tamping tube second housing causing distal end second housing abut introducer distal end located bodily organ method insertion tool comprises filament release trigger attached first housing configured releasably hold filament method comprises actuating tamping trigger actuating filament release trigger filament released filament release trigger method filament release trigger comprises hook configured releasably hold filament method filament release trigger comprises button extends inside first housing outside first housing filament release trigger actuated pressing button filament release trigger method tamping trigger comprises button extends inside first housing outside first housing tamping trigger actuated pressing button tamping trigger method proximal end tamping tube enlarged tamping trigger configured releasably hold enlarged proximal end tamping tube method insertion tool comprises tamping trigger spring configured bias tamping trigger hold enlarged proximal end tamping tube method spring located enlarged proximal end tamping tube ii inner proximal ledge first housing spring compressed state energized method spring located attached enlarged proximal end tamping tube ii distal wall first housing spring extended state energized
172,injection needle assembly,present invention relates injection needle assembly opposite distal proximal end assembly comprises injection needle proximal distal pointed end distal pointed end arranged penetrate membrane arranged proximal end medicament container tubular needle holder comprising distal engagement mean proximal engagement mean tubular cap comprising proximal outer engagement mean proximal inner engagement mean tubular needle cover comprising first engagement mean arranged cooperate proximal engagement mean second engagement mean arranged cooperate proximal outer engagement mean cap characterized said needle cover arranged displaced first position second engagement mean proximal outer engagement mean prevents needle cover needle holder axially displaced linear displacement second position needle cover needle holder distally displaced proximal inner engagement mean cap distal engagement mean needle holder prevents needle holder proximally displaced allows needle cover distally displaced,injection needle assembly opposite distal proximal end comprising tubular needle cover comprising open distal end inner diameter inner circumferential surface plurality axially extending ledge ii first thread first pitch first direction b tubular needle holder comprising injection needle outer circumferential surface two separate engagement device first engagement device comprising cutout configured engage axially extending ledge needle cover second engagement device comprising second thread second pitch second direction c tubular cap comprising outer circumferential surface third thread configured engage first thread needle cover central passage diameter larger outer circumferential surface tubular needle holder fourth thread configured engage second thread needle holder inner diameter open distal end configured completely enclose needle holder injection needle cap needle assembly first direction first pitch opposite second direction second pitch needle assembly first pitch first thread pitch second pitch second thread needle assembly characterized first thread partially engaged third thread second thread partially engaged fourth thread prior attachment container holder drug delivery device needle assembly cap comprises container attachment device integrally formed part distal part cap needle assembly container attachment device configured attachment container holder drug delivery device
173,assembly use drug delivery device,present invention relates assembly drug delivery device comprising dispensing container reservoir container holding fluid medicinal product dispensing container reservoir container connected one another fluid communication dispensing container squeezable dispensing dose fluid medicinal product dispensing container dispensing container refillable fluid medicinal product reservoir container,drug delivery device comprising housing configured receive reservoir container holding fluid medicinal product reservoir container includes outlet located first end reservoir container reservoir container coupled dispensing spring second end reservoir container located generally opposite first end needle unit coupled housing flow path comprising flexible tube fluidly connecting reservoir container needle unit first control member located generally first end reservoir container configured allow flow fluid medicinal product flow path reservoir actuator movably positioned within housing configured dispense dose fluid medicinal product drug delivery device first control member fluidly connects flexible tube outlet reservoir container drug delivery device reservoir container fixedly attached housing drug delivery device actuator configured move relative reservoir container dispense fluid medicinal product drug delivery device reservoir container arranged generally parallel longitudinal axis housing drug delivery device actuator configured move along longitudinal axis housing drug delivery device actuator coupled actuator spring drug delivery device including second control member configured allow fluid medicinal product flow needle unit drug delivery device second control member coupled needle unit drug delivery device second control member located flexible tube needle unit drug delivery device second control member fluidly connects flow path needle unit drug delivery device comprising housing coupled reservoir container configured hold fluid medicinal product needle unit coupled housing flow path fluidly connecting reservoir container needle unit flow path comprising least flexible tube first control member configured open allow fluid medicinal product flow reservoir second control member configured open allow fluid medicinal product flow needle unitand actuator configured open first second control member move flexible tube dispense dose fluid medicinal product drug delivery device reservoir container includes outlet located first end reservoir container fluidly coupled first control member drug delivery device reservoir container coupled dispensing spring second end reservoir container located generally opposite first end drug delivery device first second end reservoir container arranged along longitudinal axis housing drug delivery device actuator configured move along longitudinal axis housing method operating drug delivery device comprising moving actuator relative housing drug delivery device open first control member allow fluid medicinal product flow reservoir flow path drug delivery device b move least part flexible tube located within flow path c open second control member allow fluid medicinal product flow flow path needle unit drug delivery device method comprising applying force second end reservoir container force fluid medicinal product flow first end reservoir container method moving actuator relative housing includes moving actuator along longitudinal axis housing method comprising applying spring force actuator return actuator starting position
174,workpiece carrier transporting andor storing component drug delivery device,present invention relates workpiece carrier transporting andor storing component drug delivery device comprising array accommodating recess extending first lateral plane x adapted receive least one component drug delivery device least one stack forming structure adapted mate corresponding stack forming structure another workpiece carrier mutually aligning workpiece carrier stacked one another center least one stack forming structure arranged laterally offset respect center array accommodating recess least one lateral direction stack forming structure comprises surrounding edge comprising least section corrugated undulated structure,workpiece carrier transporting andor storing component drug delivery device comprising array accommodating recess extending first lateral plane x adapted receive least one component drug delivery device least one stack forming structure adapted mate corresponding stack forming structure another workpiece carrier mutually aligning workpiece carrier stacked one another center least one stack forming structure arranged laterally offset respect center array accommodating recess least one lateral direction x stack forming structure comprises surrounding edge formed sidewall inside wall section outside wall section upper end sidewall provides support abutment another workpiece carrier stacked thereon workpiece carrier upper end sidewall comprises least two gripping recess workpiece carrier upper end sidewall least section comprises outwardly extending flange portion workpiece carrier least two gripping recess located outwardly extending flange portion workpiece carrier stack forming structure adapted enable stacking workpiece carrier least two mutually different orientation workpiece carrier lateral offset least one stack forming structure array accommodating recess substantially equal half distance adjacently arranged accommodating recess workpiece carrier stack forming structure array arranged laterally offset transverse direction x workpiece carrier accommodating recess comprises tapered pocket hole forming protrusion bottom side workpiece workpiece carrier array accommodating recess formed receive array corresponding protrusion another workpiece carrier stacked thereon first orientation workpiece carrier array accommodating recess comprises support surface arranged adjacently located accommodating recess adapted serve support corresponding protrusion another workpiece carrier stacked thereon second orientation workpiece carrier first second orientation transferable rotation workpiece carrier lateral plane x workpiece carrier surrounding edge upper end least section comprises outward extending flange portion workpiece carrier flange portion entirely surround surrounding edge comprises least two gripping recess workpiece carrier comprising least one subassembly drug delivery device subassembly comprises housing component drug delivery device accommodating cartridge sealed movable piston containing medicament dispensed drug delivery device workpiece carrier assembly comprising least first second workpiece carrier first second workpiece carrier stackable one another least two different orientation different stack height workpiece carrier assembly first second workpiece carrier identical shape geometry first second workpiece carrier stackable one another least two different configuration different stacking height method transporting andor storing numerous subassemblies drug delivery device making use least two workpiece carrier empty workpiece carrier stacked one another first configuration workpiece carrier substantially oriented way workpiece carrier equipped numerous subassemblies drug delivery device stacked one another second configuration rotating every second workpiece carrier stack substantially surface normal axis rotation method manufacturing drug delivery device comprising step providing first sub assembly drug delivery device first subassembly comprising cartridge holder cartridge disposed providing second subassembly drug delivery device second subassembly comprising housing drive mechanism configured operably engage movable piston cartridge assembling connecting first subassembly second sub assembly least one first subassembly second subassembly provided workpiece carrier workpiece carrier comprising array accommodating recess extending first lateral plane x adapted receive least one component drug delivery device least one stack forming structure adapted mate corresponding stack forming structure another workpiece carrier mutually aligning workpiece carrier stacked one another center least one stack forming structure arranged laterally offset respect center array accommodating recess least one lateral direction x stack forming structure comprises surrounding edge formed sidewall inside wall section outside wall section upper end sidewall provides support abutment another workpiece carrier stacked thereon
175,treatment crohn disease laquinimod,application provides method treating subject suffering crohn disease method comprising periodically administering subject amount laquinimod pharmaceutically acceptable salt effective treat subject application provides use laquinimod manufacture medicament treating subject suffering crohn disease application also provides pharmaceutical composition comprising laquinimod use treating subject suffering crohn disease,method treating subject suffering crohn disease method comprising periodically administering subject amount laquinimod pharmaceutically acceptable salt effective treat subject method amount laquinimod effective reduce symptom crohn disease subject induce clinical response induce maintain clinical remission inhibit disease progression inhibit disease complication subject method amount laquinimod effective reduce crohn disease activity index score subject lower creactive protein level subject lower fecal calprotein level subject reduce number open draining fistula subject method crohn disease activity index score subject reduced least point method crohn disease activity index score subject reduced method one number open draining fistula subject decreased least compared prior initiation periodic administration method one periodic administration oral method one amount administered unit dose mg method one periodic administration daily administration method amount laquinimod mgday method amount laquinimod mgday method amount laquinimod mgday method amount laquinimod mgday method one loading dose amount different intended dose administered period time start periodic administration method loading dose double amount intended dose method loading administered two day start periodic administration method one subject active moderate severe crohn disease prior administration laquinimod method one subject crohn disease activity index score prior administration laquinimod method one subject creactive protein level mgl prior administration laquinimod method one diagnosis subject prior administration excluded indeterminate colitis method one diagnosis subject prior administration excluded ulcerative colitis method one periodic administration continues week method one laquinimod form laquinimod sodium method one subject human method one comprising administration acid antibiotic corticosteroid immunosuppressor tnf agent antiintegrins use laquinimod manufacture medicament treating subject suffering crohn disease pharmaceutical composition comprising laquinimod use treating subject suffering crohn disease
176,method apparatus adaptive xray equalization,present invention pertains apparatus method adaptive exposure imaging system xray source producing xray radiation xray detector measuring amount xray radiation passing human patient striking detector used tomographic image human patient tomosynthetic image human patient generated region interest filtering equalization filtering utilized filtering accomplished mechanical shield shutter electronic control xray source,xray imaging system imaging human patient comprising xray source producing x ray radiation xray detector measuring amount said xray radiation passing said human patient striking said detector dwell controller coupled said xray source configured control total dwell time said xradiation focal spot xray imaging system said dwell controller adjusts number nonzero duration dwells xray imaging system said dwell controller adjusts number repetition fixedlength exposure xray imaging system said dwell controller adjusts dwell exposure time exposure xray imaging system comprising xray tube controller configured adjust tube voltage said xray source xray imaging system comprising xray tube controller configured adjust beam current said xray source xray imaging system comprising dwell change limiter configured limit change number dwells subsequent focal spot xray imaging system comprising image equalization filter configured utilize preliminary image reconstruction subset said total dwell time said focal spot xray imaging system comprising dynamic range limiter configured compress dynamic range said xray radiation striking said method producing xray image human patient comprising producing beam xray radiation xray source controlling total dwell time said beam xray radiation focal spot said xray source measuring amount said xray radiation passing said human patient striking detector method comprising performing image equalization preliminary interim reconstruction subset said total dwell time said focal spot method comprising limiting change number dwells plurality subsequent focal spot method comprising performing image equalization previously acquired image frame method comprising adjusting number nonzero duration dwells method comprising modifying xray photon threshold reduce change number dwells plurality subsequent focal spot method comprising adjusting tube voltage said xray source method comprising adjusting beam current said xray source method comprising adjusting dwell exposure time exposure method comprising compressing dynamic range limiting xray exposure partial image method comprising limiting exposure partial image desired exposure threshold
177,pilr alpha interaction method modifying,described novel receptorligand interaction agent may modify andor block interaction method us reagent kit modulation ligand activity related interaction novel receptor disclosed also disclosed therapeutic us reagent treating inflammationrelated disorder,method treating subject inflammatory disease said method comprising administering effective amount antagonist pilr said subject said antagonist contact pilr epitope comprising one pilr residue selected group consisting method said epitope comprises pilr residue method said epitope comprises pilr residue method said epitope comprises pilr residue method one said epitope comprises pilr residue method said epitope consists pilr residue method said antagonist selected group consisting antibody antigenbinding fragment protein peptide glycoprotein glycopeptides glycolipids polysaccharide oligosaccharide nucleic acid bioorganic molecule peptidomimetics pharmacological agent metabolite transcriptional translation control sequence small molecule inhibitor fusion protein receptor molecule derivative bind specifically protein thereby sequestering binding target antisense molecule rna aptamers ribozymes method said administering result inhibition activity said pilr least method said administering result inhibition activity said pilr least method said administering result inhibition activity said pilr least
178,noninvasive treatment bronchial constriction,device system method disclosed treating bronchial constriction related asthma anaphylaxis chronic obstructive pulmonary disease treatment comprises transmitting impulse energy noninvasively selected nerve fiber responsible smooth muscle dilation transmitted energy impulse comprising magnetic andor electrical mechanical andor acoustic optical andor thermal energy stimulate selected nerve fiber,method noninvasively treating disease disorder patient method comprising contacting outer skin surface neck patient tip extending housing housing house vibrator energy source vibrator configured vibrate tip energy source configured power vibrator vibrating vibrator frequency hz hz noninvasively applying vibration via tip outer skin surface sufficient modulate vagus nerve patient treat disease disorder method outer skin surface overlies vagus nerve patient method power source comprises battery method comprising positioning stationary surround limit spread vibration across outer skin surface method tip detachable method disease disorder comprises bronchoconstriction method frequency hz hz method vibrator comprises impulse generator method impulse generator comprises magnetic coil method disease disorder comprises hypertension frequency sufficient lower blood pressure patient method noninvasively applying comprises rotating tip point skintip device noninvasively treating disease disorder patient device comprising housing tip extending therefrom tip configured positioning contact outer surface neck patient vibrator positioned within housing configured vibrate tip frequency hz hz power source coupled vibrator power source configured apply energy vibrator vibrate tip frequency energy sufficient modulate vague nerve patient treat disease disorder device outer skin surface overlies vagus nerve patient device power source comprises battery device comprising stationary surround coupled tip configured limit spread vibration across outer skin surface device tip detachable housing device disease disorder comprises bronchoconstriction device disease disorder comprises hypertension frequency sufficient lower blood pressure patient device frequency hz hz device vibrator comprises impulse generator device impulse generator comprises magnetic coil device power source positioned within housing
179,method treating neurotrauma,invention relates composition comprising one uridine cytidine salt phosphate acyl derivative ester ii lipid fraction comprising least one docosahexaenoic acid dha eicosapentaenoic acid epa docosapentaenoic acid dpa ester lipid fraction comprises le weight linolenic acid ala calculated weight fatty acid iii choline salt ester use prevention treatment neurotrauma traumatic brain injury cerebral palsy spinal cord injury,method treating neurotrauma traumatic brain injury cerebral palsy subject need method comprising administering subject composition comprising one uridine cytidine salt phosphate acyl derivative ester ii lipid fraction comprising least one docosahexaenoic acid dha eicosapentaenoic acid epa docosapentaenoic acid dpa iii choline salt ester iv least one b complex vitamin method treating traumatic brain injury neurotrauma said composition comprising one uridine cytidine phosphate method lipid fraction comprises le weight linolenic acid ala calculated weight fatty acid method lipid fraction comprises medium chain fatty acid sum medium chain fatty acid sum le method lipid fraction comprises le weight fatty acid le carbon atom based total fatty acid method composition comprises le mg sum cysteine taurine per ml composition method composition comprises linoleic acid la amount le g fatty acid method b complex vitamin selected group consisting vitamin vitamin vitamin equivalent method b complex vitamin selected group consisting vitamin method lipid fraction comprises kj dhaepadpa method lipid fraction comprises kj dhaepa method composition comprises kj one uridine cytidine salt phosphate ester calculated uridine method composition comprises kj choline salt ester calculated choline method composition comprises one selected group consisting vitamin c equivalent vitamin e equivalent selenium method composition comprises least one phospholipid method composition nutritional product method composition comprises per ml liquid mg epa mg dha mg phospholipid mg choline mg uridine monophosphate ump mg alphate vitamin e mg vitamin c g selenium g vitamin mg vitamin g folic acid method said composition comprising vitamin method preventing treating neurotrauma traumatic brain injury cerebral palsy subject need method comprising administering subject kit part comprising one uridine cytidine salt phosphate ester ii lipid fraction comprising least one docosahexaenoic acid dha eicosapentaenoic acid epa docosapentaenoic acid dpa iii choline salt ester iv least one b complex vitamin method lipid fraction comprises le weight linolenic acid ala calculated weight fatty acid method said kit comprising one uridine cytidine phosphate method said kit comprising vitamin method treating traumatic brain injury neurotrauma said kit comprising one uridine cytidine phosphate
180,filled balloon arteriotomy locator vascular closure device method,tissue puncture locator device includes anchor assembly sealing member anchor assembly includes anchor portion tube portion filling member anchor portion positioned distal end tube portion configured placement vascular incision vessel anchor member unexpanded configuration permit passage vascular incision expanded configuration limit passage vascular incision filling member retained tube portion adapted insertion tube portion anchor member provide expanded configuration adapted retraction anchor member tube portion provide unexpanded configuration sealing member configured placement adjacent vascular incision outside vessel,tissue puncture closure device adapted insertion sealing tissue puncture internal tissue wall accessible percutaneous incision device comprising anchor disposed distal side internal tissue wall filling material positioned tissue puncture closure device movable first position removed anchor second position inserted within anchor expand anchor back first position filling material random orientation second position sealing member disposed proximal side internal tissue wall anchor movable sealing member filling material first position tissue puncture closure device comprising elongate shaft anchor positioned distal end elongate shaft filling material positioned elongate shaft first position tissue puncture closure device filling material shaped elongate structure tissue puncture closure device filling material maintains solid semi solid state first second position tissue puncture closure device sealing member comprises collagen material tissue puncture closure device comprising sheath sealing member positioned sheath disposed proximal side internal tissue wall tissue puncture closure device comprising tamping member configured advance sealing member sheath method sealing tissue puncture internal tissue wall accessible percutaneous incision method comprising providing tissue puncture closure device includes anchor portion filling member sealing plug inserting anchor portion tissue puncture distal side tissue puncture moving filling member anchor portion expand anchor portion size sufficient resist movement anchor portion proximally tissue puncture filling member random configuration within anchor portion linear configuration removed anchor portion disposing sealing plug percutaneous incision adjacent proximal side tissue puncture moving filling member anchor portion reduce size anchor portion withdrawing anchor portion tissue puncture sealing method filling member solid semisolid member moving filling member anchor portion includes maintaining crosssectional shape size filling member method moving filling member includes advancing filling member distally first position tissue puncture closure device second position least partially positioned anchor portion method tissue puncture closure device includes shaft portion moving filling member anchor portion includes positioning filling member shaft portion method filling member selected group consisting wire structure polymeric strand structure gel strand structure moving filling member anchor portion includes actuating actuator mechanism advance retract filling member method disposing sealing plug includes compressing sealing plug internal tissue wall method tissue puncture closure device includes actuator actuator connected filling material moving filling material includes actuating actuator move filling material proximal direction distal direction
181,closure device method making using,medical device includes plurality strut member forming plurality generally diamond shaped opening plurality strut member configured form annular shaped structure generally diamondshaped opening extending generally longitudinally relative longitudinal axis medical device plurality tissue engaging portion associated plurality strut tissue engaging portion extending towards longitudinal axis deployed configuration,medical device comprising plurality member forming body body configured transition delivery configuration deployed configuration plurality member forming plurality opening long axis extending generally longitudinally relative longitudinal axis medical device plurality end portion disposed distal portion medical device end portion extending generally towards longitudinal axis deployed configuration medical device opening midportion width direction transverse long axis opening greater width remainder opening medical device end portion extends away opening engage tissue disposed adjacent tissue engaging portion medical device plurality end portion disposed substantially symmetrically longitudinal axis medical device opening biased toward expanded deployed medical device two adjacent strut plurality strut coupled together hinged region medical device medical device includes opening medical device plurality end portion extend distally proximal end plurality opening medical device opening configured receive tissue medical device body formed shape memory material method comprising locating opening tissue following locating opening deploying medical device near opening portion medical device engages tissue medical device comprising plurality member forming body body configured transition delivery configuration deployed configuration plurality member forming plurality opening long axis extending generally longitudinally relative longitudinal axis medical device plurality end portion disposed distal portion medical device end portion extending generally towards longitudinal axis deployed configuration method deploying medical device comprises advancing medical device along another member medical device disengages another member method comprising removing another member opening tissue method deploying medical device comprises advancing medical device move plurality end portion plurality member plurality member forming plurality spring element method locating tissue comprises positioning locator opening tissue method comprising monitoring position medical device method monitoring position medical device comprising monitoring one radiopaque marker using fluoroscopy method comprising monitoring relative position medical device distal tip locator locating opening tissue
182,doublestranded oligonucleotides,antisense sequence including duplex rnai composition posse improved property taught prior art disclosed invention provides optimized antisense oligomer composition method making using vitro system therapeutically invention also provides method making using improved antisense oligomer composition,composition comprising doublestranded oligonucleotide molecule molecule comprising first strand second strand length le nucleotide duplexlength least least nucleotide least one nucleotide first strand comprises modification least one nucleotide second strand comprises modification said doublestranded oligonucleotide molecule chemically synthesized composition strand said doublestranded oligonucleotide molecule complementary sequence target nucleic acid composition target nucleic acid mrna gene composition target nucleic acid present within cell composition cell eukaryotic cell composition doublestranded oligonucleotide molecule double stranded ribonucleic acid molecule composition duplex length least nucleotide composition comprising doublestranded oligonucleotide molecule molecule comprising first strand second strand length le nucleotide duplex length least least nucleotide least one nucleotide first strand second strand nucleotide doublestranded oligonucleotide covalently inked steroid composition steroid cholesterol composition comprising least one nucleotide method introducing doublestranded ribonucleic acid molecule comprising first strand second strand eukaryotic cell vitro method comprising contacting eukaryotic cell doublestranded ribonucleic acid molecule first strand second strand length le nucleotide duplex length least least nucleotide least one nucleotide first strand doublestranded ribonucleic acid molecule comprises modification least one nucleotide second strand doublestranded ribonucleic acid molecule comprises methyl modification said doublestranded ribonucleic acid molecule chemically synthesized result doublestranded nucleic acid molecule introduced eukaryotic cell method eukaryotic cell contacted doublestranded ribonucleic acid molecule presence transfection agent method transfection reagent cationic lipid method doublestranded ribonucleic acid molecule introduced cell electroporation method strand said doublestranded ribonucleic acid molecule complementary sequence mrna expressed said eukaryotic cell method strand doublestranded ribonucleic acid molecule least sequence complementarity mrna expressed eukaryotic cell method strand doublestranded ribonucleic acid molecule least sequence complementarity mrna expressed eukaryotic method strand doublestranded ribonucleic acid molecule least sequence complementarity mrna expressed eukaryotic cell method introducing doublestranded ribonucleic acid molecule eukaryotic cell inhibits gene expression cell method duplex length least nucleotide
183,insert device enhancing pet mri image,insert device include rf surface coil gammaray photon detector array enhancing pet mri image produced integrated petmri scanner disclosed integrated petmri scanner include insert device well method scanning object use device also disclosed,insert device enhancing pet mri image produced integrated petmri imaging scanner device comprising device housing rf surface coil detecting radiofrequency signal rf surface coil located within housing gammaray photon detector array detecting positron gammaray photon detector array located within housing insert device set forth insert device annular semispherical insert device set forth insert device semicircular insert device set forth insert device planar insert device set forth device part system enhancing pet mri image system comprising mounting unit positioning gammaray photon detector array rf surface coil integrated petmri imagining scanner integrated petmri imaging scanner imaging object scanner comprising main rf coil generating radiofrequency signal first gammaray photon detector array detecting positron rf surface coil detecting radiofrequency signal second gammaray photon detector array detecting positron integrated petmri imaging scanner set forth scanner comprising insert device reversibly positioning second rf surface coil second gammaray photon detector array scanner insert device comprising device housing rf surface coil rf surface coil located within housing second gammaray photon detector array second gammaray photon detector array located within housing integrated petmri imaging scanner set forth scanner comprising mounting unit positioning second gammaray photon detector array rf surface coil scanner integrated petmri imaging scanner set forth second gammaray photon detector array closer subject first gammaray photon detector array scanning integrated petmri imaging scanner set forth scanner comprising third gammaray photon detector array detecting positron second gammaray photon array closer object third gammaray photon detector array scanning method imagining object use integrated petmri imaging scanner integrated petmri scanner comprising main rf coil generating radiofrequency signal first gamma ray photon detector array detecting positron method comprising positioning insert device enhancing pet mri image scanner device comprising device housing rf surface coil detecting radiofrequency signal rf surface coil located within housing second gammaray photon detector array detecting positron gammaray photon detector array located within housing positioning object imaged within scanner scanning method set forth object scanned generating rf signal main rf coil detecting rf signal rf surface coil detecting positron first gamma ray photon detector array detecting positron second gammaray photon detector array method set forth scanner comprises third gammaray photon detector array detecting positron second gammaray photon detector array closer object third gammaray photon detector array scanning method set forth third gammaray photon detector array inoperable scanning method set forth third gammaray photon detector array operable scanning method set forth scanner comprises processing unit producing image object electronic signal generated upon detection rf signal rf surface coil upon detecting positron first second gammaray photon detector transmitted processor method set forth insert device comprises processor electronic signal generated upon detection rf signal rf surface coil upon detecting positron first second gammaray photon detector transmitted processor method set forth comprising incorporating radioactive tracer object prior scanning method set forth scanner sized shaped scanning whole human body
